"","geneid_3310","geneid_2978","geneid_6352","geneid_2621","geneid_5337","geneid_10594","geneid_826","geneid_11224","geneid_1982","geneid_8664","geneid_11315","geneid_6727","geneid_2665","geneid_6135","geneid_377","geneid_3183","geneid_4735","geneid_3178","geneid_6233","geneid_6207","geneid_2197","geneid_1072","geneid_6141","geneid_8665","geneid_6193","geneid_6155","geneid_6164","geneid_4677","geneid_56910","geneid_6143","geneid_5250","geneid_6205","geneid_6133","geneid_1655","geneid_6128","geneid_23399","geneid_4736","geneid_11335","geneid_10657","geneid_51493","geneid_2079","geneid_23","geneid_1603","geneid_7528","geneid_10899","geneid_11143","geneid_7705","geneid_9092","geneid_3608","geneid_9552","geneid_8882","geneid_6881","geneid_10438","geneid_4841","geneid_23020","geneid_387","geneid_10921","geneid_6229","geneid_6156","geneid_3326","geneid_375","geneid_3550","geneid_821","geneid_9733","geneid_27013","geneid_10285","geneid_4670","geneid_2987","geneid_79036","geneid_4946","geneid_533","geneid_23326","geneid_10944","geneid_6923","geneid_1327","geneid_10959","geneid_6124","geneid_2339","geneid_6230","geneid_6167","geneid_3094","geneid_1938","geneid_6204","geneid_3190","geneid_51433","geneid_3192","geneid_8661","geneid_7184","geneid_4478","geneid_81","geneid_351","geneid_5573","geneid_1832","geneid_5885","geneid_9948","geneid_4691","geneid_163","geneid_1173","geneid_1213","geneid_9761"
"CALU_3",4.41054889606732,3.60176019592118,4.38209187200041,6.10254585911676,4.89053323244423,9.94133507246115,11.8056331788565,11.6578166809374,11.7894368883609,11.6633282039669,11.8967863525185,11.1727019754136,12.1708706791901,11.9584043418672,10.7147065282811,11.5661501709688,12.2243121975512,13.4719618633806,13.2770020538561,13.3948167812762,12.8153444944185,13.7314595504129,12.949707549953,11.8466313274926,13.2365096466299,13.6190321603702,13.1301135756875,12.4632891419469,11.1266605117595,13.8297528559138,12.6628203984601,13.8460977776534,13.0800669676022,10.8392697031559,13.0362702118271,9.33673768522875,12.405548450203,12.0643384369774,11.7776209434612,10.5984949750632,12.8076190240461,9.90317110270182,11.4451382171379,11.1739635105078,10.8607793863979,8.77763482187038,10.9470690033297,9.13452567359866,9.74593132738573,9.78687911642042,8.97692137784335,11.2122865902289,9.95646727485363,12.9914006608269,10.8590273431695,12.0242497770974,11.3674215082697,14.0077182411914,13.2552950523008,12.8164775519472,12.0369476939702,10.1323754641838,12.8605524053157,8.09186156431161,8.87236598258933,9.78873329734794,10.337250745553,10.1238275699754,9.1389153275817,12.650423417531,10.9749448769375,10.4879524025357,10.5268013565844,12.4147975151252,12.0951294929852,12.2594052542526,12.8011332312311,10.9672134839042,12.2314664794139,13.6081241837646,11.679247498699,13.0041100078329,13.9997211899868,10.8367673423321,10.7315465421896,11.5437080526868,10.4558198137479,12.4443741655466,10.7851489048113,11.3499705322885,11.2408135378079,10.744347817292,10.2430801080171,10.6563406728832,10.3614923886665,12.5256213139626,10.1706069092709,11.4092522507049,11.3542154804725,10.7233355911261
"CALU_6",4.68997045785244,3.72308244125851,4.57372597891257,5.91631595552821,4.50519484542676,11.5530061243322,11.5753556856169,12.6013642127864,11.5182414568423,11.1932865669476,12.1567969807218,12.3908078003814,11.7997256886896,12.3931219284223,11.4441546286027,11.8363117360595,12.2886525195436,13.542104154629,13.388185422079,13.6026450933332,12.7865119482197,13.5547828910296,13.150988499718,12.0673936917157,13.4608180473697,13.4956129184823,13.4233635223469,11.8900674399285,11.7925608489101,12.9187549539945,12.9717964883573,13.9167288186847,13.3939465748477,11.1337797542085,13.2458395077713,10.7191374637992,12.8266088214956,11.9337125239042,11.85755338501,10.0038158007464,12.8289994673417,9.92720023846531,11.4135790616326,11.3114830379604,11.0605763498183,8.18861854306416,11.3354032295777,9.63846340550073,9.63465341551982,10.0913620026303,9.20980535575317,11.2150788641891,9.54271425932696,12.3819058962174,11.5808778624959,11.5266063363913,11.5353441707216,13.9950857796738,13.580193572395,11.9975936619354,11.309562516555,10.1559436894697,12.3216523559649,8.77881395368018,9.59210615727185,9.61038258636964,10.9496765216067,9.45307390699242,10.1939661776537,13.1114214834787,10.9112433054539,11.3881117682044,10.8498411964847,12.0819644551166,12.3057501797914,11.5499657085373,13.0272674650972,11.0666018678215,12.3189798573077,13.8541403472338,11.5950563120655,13.3835853500624,13.8051083780032,11.1892903503656,11.1291899117976,11.4488221203987,10.8102694182572,11.6197482094293,10.1382441234928,10.7320805085354,11.1786862738806,11.0331798543145,5.97988205382551,11.0326899449549,10.1470226687571,12.3047716328441,9.25966555518399,11.2524523390321,11.1686214735551,10.3832797096832
"CAPAN_1",4.61469776698262,3.62583146332149,4.29080519120995,9.27784491812707,4.54775416331825,8.90037615296426,10.3023628364029,12.3289425516077,11.358552210147,11.0623406803648,12.1564420378766,12.1928425788737,11.546462943198,12.2176674528934,11.3231767285028,11.7628225270555,12.403818495971,13.2108962174033,13.5815113685854,13.5346068830213,12.9298078058248,13.4958950476167,13.2895876744276,11.5950104624502,13.0533640383206,13.8508813432214,13.3874180424633,11.2775291616421,12.0768108933309,13.7645357752193,12.683840160296,13.8379149874092,13.5638636512961,11.9330742035798,13.2030034141771,9.44915535043863,12.5678891124042,11.8026181401622,11.4635673177607,10.1571150901929,12.3958633771875,9.57432603699307,11.7155801671771,11.5426569009033,11.4873154456283,9.34067670794706,11.5656858919977,9.1493269924925,10.1453664215622,9.76022034883518,10.2127324287683,10.6620348428702,10.4351587860227,11.9727891443433,10.8069898834109,12.1323107616106,11.4540105638673,13.989418266198,13.8423142167371,11.290719901697,12.1273237819699,10.0568482680567,12.6855965981544,8.9102405391535,9.26595970581269,9.40596450666453,9.77667291248755,9.86954221831958,10.0979441113957,12.2792611486566,10.7891209086682,10.6248797462401,10.9818622633604,11.4933528954165,12.4709208933093,11.6752171493426,12.9053707907493,11.4313909425766,12.7044755375921,13.7729825735647,10.0254008530413,13.0822807573999,13.7786598792785,11.8265387147495,10.358727734256,11.6483475795978,10.7005010571382,12.1188247471889,4.28572677787188,10.0209162853982,10.6218275886313,10.9138360265757,10.4499408361615,10.862299987466,10.5844694112752,12.4853858541056,9.13080813545327,10.0564231224478,11.9541579311785,10.3208841251785
"CAPAN_2",4.58672359866944,3.72640227414747,4.23976972249531,8.87378419252974,4.54899291196781,9.10158180038043,11.7685917782272,12.2303528721896,12.6709512706961,10.5254018859858,12.3525800361753,11.5984914845298,11.7122574127902,12.650246556503,11.4636614726608,12.0423801727535,11.7061752158364,13.5977706233301,13.3112033290293,13.951094041576,12.4214643860613,13.7774569859867,12.9584559360155,12.4222057831532,12.9222171975112,13.1278276227947,13.4724965929585,11.0918672181357,11.6427119705484,13.0726858664382,12.2987806017147,13.7261095446271,13.689330781895,11.6893353690244,12.5328247619174,8.72101253795706,12.3231866900149,11.8262641320449,12.018387378151,8.96943871782852,12.7022433759143,8.87998659251769,11.8803654700145,11.9261443446128,11.4052383439482,8.38319190073967,10.8310309941192,8.04366841496771,10.9178640402561,9.81710582046088,9.71937232991685,11.3422665088564,10.4715306237595,12.5038343413083,10.3297594958912,12.4016822493141,11.209381796508,13.8752400631378,13.7582355165899,11.1565394126398,12.0116121416411,10.1110903986463,12.1375623389187,8.01849748541504,9.27790014782684,10.2790443651713,9.70482505998823,9.48388250249121,10.2452244872871,12.3864579389233,10.7070413415226,10.2361490175003,11.5665693645765,11.3324328073148,11.9492025457444,10.8268745964808,12.8353671236385,11.2869150086252,12.7212138206615,13.6396027144467,12.0274406873473,12.4211833181491,13.2557002285376,11.0967767571947,9.77399748607009,11.4334876391257,10.741835911183,11.5634840390827,6.89318053276659,10.1386905168601,11.2880478089353,10.4301007620504,10.4259943997546,11.5238078138901,10.9573762785552,11.9385424472745,9.08181030424819,10.1218264433873,11.7576480536653,8.43362740988905
"CAS_1",4.78084447854104,3.7918677090428,5.22057686685969,11.3147207702139,4.53338110156329,11.1046391817441,11.6576270572604,12.3057474715429,11.317747756119,11.539590074303,12.4556091189149,11.4630167683254,11.5998897432206,11.6525260500887,11.2107220510215,11.7157446495127,11.9744565105091,13.5296116240687,12.6917804643188,13.2933581373231,12.8534170422573,13.9302618146302,12.8790088064936,11.4573736440227,13.2438984209698,13.597656939311,13.0824969661671,11.829768582465,11.3765444736292,13.2902456205452,12.3676067840071,13.790129106757,13.1471904370873,11.5301490412965,12.6293623276883,10.045939882058,11.8816375161154,11.5739726453259,11.7792821423132,10.9595266452406,12.867399320802,10.6618536038441,11.5897762691565,10.764024461437,10.4182988006405,9.10433206881916,10.6497938861004,10.1186076241902,9.26593512342854,10.5580649114627,9.51410668535728,10.7232333512415,9.31168096160027,12.8682309524313,11.1275063832488,11.1971448889309,11.664551437607,13.228678808885,13.3581389241003,11.6132924888926,11.842144117692,10.0291338285833,12.344069297687,7.93645060486058,9.11164937709572,10.0093725727278,10.6315505120707,10.0655270395236,10.279134256481,12.9761554480133,11.0157088011129,11.6898223211912,10.1031672087101,12.3047516195752,12.1565030724499,11.3750108843178,12.2127298120605,10.8396915773518,12.0609552515347,13.5835119584538,11.4842018130129,13.3797120334989,13.789626548793,10.7943945409662,10.4895575743468,11.704340790295,10.8132672663322,11.3060341981118,11.847765297523,11.7108315065057,11.2958895238268,10.2438281192048,5.15652013606452,10.7035435506395,11.6529632838142,12.3985319597312,10.9004930926044,11.4760916997186,11.9451069962203,10.2828699481554
"CA_SKI",4.70663302764423,3.85569671325598,4.44327239773132,9.31060156468486,5.13328182523219,9.97248488052195,11.3938604189534,12.5706952901238,12.2124394407951,11.0797645359457,12.0716418755808,11.981457391114,11.8104355027353,12.7906274138627,10.487937630134,11.7585500943486,11.5802505617184,13.5110096846358,13.4417234363575,13.5515110231402,12.8427472686585,13.6399467093574,13.0258664895967,11.7213157322023,13.0854848705441,13.3179307739566,12.4970383582641,11.2751595126274,11.3609086320789,13.4217825385527,12.678067773465,13.8444394830389,13.395213620236,11.6723224007426,13.1291302379492,9.2369897265692,12.6916683228913,11.5707240822933,12.0141576717652,9.75277737177701,12.5979724736705,10.0914622600316,10.81991636414,11.6408207225953,11.0928744382858,8.38319912404369,11.1210770287313,9.46013372386486,10.7004612750302,9.25422413916234,8.98580790340101,10.6527874925455,9.67405589994784,12.9837725860046,10.8032431335175,12.134514188993,10.8489023812885,13.9151679869592,13.8882310827185,12.8514311189595,11.5499213822843,10.1152396239797,12.410956039342,8.12686546106761,8.2936037478709,10.1947599427738,10.3911154588653,9.31249179062331,9.42531553932047,12.5967963908735,10.1466101545716,10.0504152195415,10.9974497737659,11.0127706458999,11.9050557434121,11.3674430286477,12.4913936673011,11.3225495605738,12.1136555567509,13.9467016655019,11.2481929232651,12.9331946742217,13.8273675219884,11.1276869756271,9.98530699043715,11.7240467529163,10.2982570835429,12.5840369260456,11.7962800195081,10.3922331922273,10.8323682971863,10.5238604362275,11.5783103675288,11.3774328949898,10.3249159214714,12.2150465224646,10.4297350043552,10.8625736603589,11.7773955349018,9.66568696495703
"CCRF_CEM",9.71364091033581,3.86007431263219,4.24089917192759,7.17121639635765,4.27375653200585,10.7805054133876,9.56023421354316,12.4116867692224,11.6923403276654,11.5382781747352,11.9118037613597,11.8529082070308,12.1623788817896,12.5359845873315,10.1377945924556,12.2447278023478,11.0494475828728,13.5817420164193,13.4608437595742,13.8094052642153,13.1748474620143,13.3684557209151,13.073964719213,12.4873202023308,13.0232246449255,13.3922342391227,12.9532391635138,11.6421164545006,10.8291653538003,13.5880012233163,12.6559752373629,13.7688495667154,13.7089635313141,11.9832621549167,12.9479452920213,9.92618666823692,12.9255773217955,11.7766246540537,12.4086919105344,10.0478257322342,12.6402466410746,9.46587138709835,10.3471836021664,11.8562637512242,11.155796749978,8.90015816389072,10.7988602078479,10.2454336611903,10.9856183850213,10.2918115867355,9.23166169562468,10.7323977382495,10.5310392070348,12.9839366674931,11.1525957867309,12.2021745234679,11.2008707006439,13.6599743344323,13.7802825173526,12.1725203710148,11.6659897858641,10.9307027267007,10.9339787131851,9.23956005825701,8.50556118845113,10.882096414614,10.8797749573356,10.1821948518081,9.81996217381853,12.9173285630202,9.87995704112204,10.8366732602258,10.6009956520043,11.5381348663123,11.9873883622957,10.6922963002677,12.9627814064387,11.258282343731,12.7528556938384,13.6284332710202,12.1719460935076,13.2080564647663,13.8423040772056,11.1341408647795,10.5903682565607,11.8821075255701,10.9071755847767,10.7479136053662,11.642794744113,8.00993074515539,4.25943135189177,10.5025383804555,4.58661434747419,12.0781776493558,10.7863515283678,12.4537574351925,8.99977012070613,9.3461992976099,11.2197425129403,9.04261973042918
"CFPAC_1",4.41057631284379,3.83396476597017,4.53210506350466,6.37555894934901,5.18464083210734,9.17446036772711,11.5417513432841,12.0406084916494,10.6532093535214,10.9862205360156,12.1176714182937,12.270090152185,11.8316950140173,12.9680499847173,10.8790137586414,11.754816788082,12.12729597321,13.3279877368713,13.4825766980552,13.2786692590765,13.0440584772606,13.5619861169737,13.1822071563974,11.7849357304976,13.185422196181,13.6275496911968,13.3988598442242,10.7887678324599,10.6677876427922,13.7355011370697,12.6780517308095,14.0014986448826,13.472794054463,12.4332365965127,12.8221374426295,8.86105915232922,12.9972724649988,11.1437885978945,11.6694072707901,9.81704697654435,12.636648362712,9.63184520434118,12.2694261583806,11.5878719065886,11.1432981313322,8.58171543764154,10.2930640143032,9.13351475306763,9.81405752305025,9.7620664612019,8.77503040025607,10.3783617958827,10.1894178127062,12.7047333888389,10.6473815442439,11.6982446844091,10.3571486540617,14.0476217305113,13.7040665267306,11.8487695986735,11.9468475941811,10.6241082430919,12.3048907172792,7.79420804711398,8.90272043266578,10.4282027129007,9.78808267144471,10.0682234220812,9.55708253577114,12.4908474810488,10.8134680900953,9.60952046358378,10.1771189469086,11.5510111276425,11.7435059380064,11.7038964869309,12.7633917408344,10.666578261304,12.9132293864404,13.711363858844,12.2234288122443,12.7523178278441,13.620043296157,10.6386013808922,10.0081402539196,11.046808925145,10.7197239917316,11.9996773351638,9.19757483802574,10.8630537084718,11.8871480728251,11.0901707391458,10.6031697256436,10.7514051883668,11.1214025161482,11.2790116006639,9.19621694352129,10.1017632033102,12.3101352693654,9.96117472512169
"CGTH_W_1",4.68439405826469,3.69325467458086,4.61918935258012,9.58088315572004,4.61892511950336,11.1671909811476,11.3042826489459,12.2681793278079,11.0928105843768,12.1061293721126,12.4482620662189,11.654805629219,11.5654136586621,12.248834939666,9.99726496757599,11.8728171160503,11.542532596667,13.2570807096247,13.2014064386038,13.5755734158107,13.3321042542453,13.980335747219,13.1977967483474,11.9665344222353,13.36399017224,13.6859776277498,13.191935438516,11.7976261196151,11.3142674200705,12.971713376966,12.7295538260469,13.9125011896914,13.3139214315886,11.145085636537,12.7852027846655,10.0610469399314,12.8522195824716,11.105524225337,11.8409999101514,10.8379274519844,12.8251098138654,10.0961458869384,11.8500597530231,10.8870650648308,10.9768135601339,8.58084288236506,11.0595918959546,10.9613710639737,8.33069914536127,10.3402680765264,10.5667946277071,10.789935648778,9.81541914934078,13.3997443369593,10.9845232419508,10.9308411611435,11.3275690300935,13.3814860180789,13.5816066848343,10.2817253511177,11.4970772654642,10.9539449322699,12.7613732655925,8.31234259509463,9.47557888146794,9.96619310905667,10.2258348305215,9.96838151333987,9.99215518941984,12.4923345607787,11.0918031865494,11.1529355264834,10.5598795420905,12.3831182577809,12.0820303973664,11.5699388228832,12.7347800623189,10.6664655198715,12.6047353881194,13.5238322147842,11.3395814077227,13.3527974250992,13.8836237967682,11.013892832601,10.7730921621303,11.6556998176044,10.903891475133,10.5343398571608,12.062097139465,10.9985354097625,11.0546555736701,10.0434018753577,4.45376291200778,10.7902228041926,10.7862894286166,12.4516927713296,10.4904913394304,10.9353101303491,11.0524791801033,10.1202658296235
"CHL_1",4.9691487626192,3.71660404664339,4.4262658203512,6.40131169956679,4.85000007078073,10.7568245383341,10.3440100571298,12.8170362456377,10.7401594993713,10.6600238288129,12.4888803900522,12.0482848334754,11.0258212354448,12.4893450146012,11.3464226863646,11.8089107881559,12.0148242481411,13.6765731593121,13.2686130970218,13.5293431735851,13.3298659764777,13.516464001328,13.2188909917745,11.7791569353992,13.2338313465189,13.8122261947042,13.5762159974589,12.0195455630551,12.2280514729943,13.3955704518295,12.531513973531,13.9588728506461,13.5585653174197,10.9980184506142,13.0374803822301,10.2643029174298,13.1549651625396,11.4027543908169,12.0371293924564,9.55830433732564,12.4491636495753,9.84508517078324,11.5799574472001,10.8493143891716,11.3560081490213,9.19754400060275,11.2642639336036,9.81896850023267,8.64826936181941,9.60238118563929,9.05020557455913,11.2845620175247,9.54322319488317,12.6647217599179,11.6303168722471,10.3645549799109,11.7022474998478,13.7059684255107,13.8179646690266,11.7915575975552,12.0387624090829,9.81539362775647,12.7873152505383,9.50169133790196,10.1180853271271,10.6078387501353,10.7554532318165,10.4221209903679,10.4159227767047,12.7836826145113,11.7134049734137,11.3020880189518,10.2937338629456,12.0966041290838,11.813172702793,12.230416354266,12.720329219191,11.504486924268,12.6533817458334,13.7226331177253,11.4541298780081,13.489408445741,13.9688799493932,11.2540822582886,11.4113246142143,11.5954554423369,11.2719773094083,12.5327461731467,10.2788683609534,9.99306900033757,11.1210993802768,11.9199325999878,5.89229938886742,11.0957856345775,10.5105964003913,12.5363396171588,9.68747324386238,10.5587617916824,10.9678648946527,10.8311397438381
"CHP_212",4.68500216548885,3.77697484288882,4.45379416781417,6.95339954833249,4.22897836171582,10.3981921359718,10.8891732880275,12.7138466434629,11.5801047460559,11.2337165346283,11.9577371531007,12.4260844483044,11.8542760931903,12.2699795108267,10.4002284690373,12.1966261891016,12.2229617861225,13.6755558785348,13.417042248281,13.2168549685336,12.7794634532083,13.5689244994339,13.199808018503,11.335083454615,13.2654630672905,13.8183765952135,13.3573322361419,11.8886773848076,11.7180478240472,13.757208376196,12.797079832622,13.9313185985137,13.6358892685586,12.5280314967691,13.1464559334488,9.25577089429887,12.8855212035075,12.3042777497122,12.1073497968403,10.2517708292655,12.6988472035428,9.70742735955958,11.4463843347176,11.1501790299444,11.4480838853529,9.49829627137056,11.447986000609,8.94943332537841,11.8476705171986,10.6486588627143,9.40510402976192,9.35040313911147,11.0592163445644,12.8801967042132,11.3141726711578,12.3681974729583,11.1197643121259,14.00829344496,13.6839625376263,12.4891468989883,11.8210895591602,9.8762566425356,11.8909542481039,9.27200644209947,8.66365313828929,10.0597760460906,10.8672571307633,10.0004385959687,10.1179546534615,12.5921879959984,9.26228317617888,11.0981059964177,10.5251455795698,11.4907275350842,11.3243441000221,11.1653369232727,12.98066057712,11.1313945475494,12.6875294514752,13.5993487603512,12.1337831425491,13.1948295451939,13.6937305461553,11.4927109497317,10.9064145340686,12.0669720734955,10.928116371103,11.8176236650145,4.0796617744382,8.70707975966797,10.9335226088843,11.6964659928711,4.49784928612397,11.3426709028308,10.1766848847776,12.4817424901172,8.99648455133093,10.0470511411515,12.5833097788602,9.08119116587909
"COLO_320_HSR",5.28410739287854,3.79445577533188,5.33610204816316,6.50127919957213,4.74215021890566,11.1996309488069,10.5788268918216,12.7941029868382,10.9998532186029,11.4686295547694,12.3192723157026,11.4898778609698,12.1079577844968,12.6070748110056,11.4764145638903,11.7989138070627,11.4045172184557,13.8152219589975,13.3910778027676,13.9173193118944,13.1584920658597,13.5390745350582,13.1954710340639,12.606898580316,13.2804478195602,13.8574723014929,13.4765447579915,11.293056019756,12.3219586513556,13.3812558714853,12.7000068876157,13.9281232552204,13.4856467073529,10.8033382743563,13.2771054926528,10.3382721320446,12.9636736492975,11.6174750529216,12.1485938468999,10.0005042966689,12.6017836817885,10.1637310758725,10.6993249581519,10.9132266661032,11.4918575498258,9.41221817635111,10.9553538642987,10.0380181919523,9.56580978128413,10.6101371463294,9.58795955393925,11.5372871225196,9.6771101731502,13.2268429592735,11.7637519047115,11.0541558772892,12.1038854991864,13.7500951040618,13.5439912922216,11.9244986975577,11.8535160103261,10.0458080266202,11.9752048410623,9.35389684130377,9.45060326163041,10.6158957873199,10.5048136166649,9.99800987687365,10.5298691640012,12.628531690953,11.4500067624932,11.2653810642263,10.4625278657992,12.0757430314811,12.4358627954069,11.9185868320146,12.9430555986042,11.0874237928263,12.6434348968862,13.6747989710733,11.6672840944084,13.5145949793866,14.007754562886,10.7591003968054,11.4482349605772,11.6125383357821,11.2593274298055,11.5823946540291,3.99890858591758,9.65460872164449,10.5493237429768,9.99638752750982,9.92781527866892,10.7654281503916,10.0999301284017,12.541784565052,9.7417275795059,9.90709427073397,11.0916328122569,10.4031982755416
"COLO_668",4.32394244940494,3.75776783338959,4.03610927127515,9.72171853206253,4.25683257710213,9.33970908920946,10.2394708205926,11.9587838042585,11.9304102435449,11.4896447184455,12.7943049328324,11.945516017389,11.4713217129256,12.8482005689791,10.8463140570332,12.1103702118743,12.2410969822416,13.4740465006951,13.3788230087271,13.7475448736416,12.5328087041887,13.5826633812479,13.0853315065247,11.7151145040701,12.8501805197814,12.9706350292901,13.5172832133718,13.1436254779117,11.7687917078726,12.7838601805138,12.8496874887066,13.5397649332634,13.7737898367705,11.7085346594814,13.1211779798301,7.53005897796645,12.5098404185685,12.5492702477309,12.4982564131801,9.9325246159066,13.0090875448472,8.78919254299764,11.1599599777058,11.6876779855827,11.1762494583401,8.44606856472326,11.3157122826291,7.74993572929845,11.4424071393454,9.53745843782755,8.4680802131552,9.59359132608967,10.3871775056214,13.0957534981504,11.1104066895705,12.3272286830938,11.6184644042067,13.5805602495726,13.5789356825753,10.7752455005438,12.0818295253918,9.4846151813474,11.6646828284367,9.54668892783403,9.25906107917199,9.72139052474931,10.4585326425732,9.76546914036246,9.23609835846098,12.6585906110748,12.0260851174849,10.8785202195926,11.2998159487017,10.813396009985,11.7807057701268,11.854959129719,12.7776281519087,11.5272926975553,12.0283577903745,13.6008601242613,11.438647094593,13.0522358821605,13.3467467520177,11.8730482435565,11.0577662910449,11.730202318392,10.446920708028,12.0741190770456,4.04075061143726,8.68736700055923,10.7882844004367,10.9429664118481,10.1116169333138,11.5744976991306,10.5625259293798,12.0114720146131,7.26351908653991,10.1339134562759,11.2519341242753,9.58276327741361
"COLO_678",4.79846016575685,3.72486549638337,5.02707705663346,11.2758004672834,4.57889502435894,10.7234121822516,10.6597058274632,12.2179080525746,11.0931244469086,10.0768854951581,12.175619773131,12.0004550150839,11.6620805217741,12.0048393152488,11.9173665223732,11.3893452651093,11.7152226910278,13.5293147771836,13.0018478870575,13.1591000480796,13.5044229285039,13.1946701239883,13.0821715506083,11.6460741319099,13.2669355623931,13.6952769260849,13.396858544442,10.7912437715327,11.7965881816655,13.3108802835537,11.09143216319,13.8219475680069,13.3194222579048,10.8408970125601,12.8916349180995,9.16228019155175,12.5692084233664,11.7741406766842,11.5633517130741,8.63522984560056,12.6739566538442,10.1092721717341,10.7090008370318,11.013459794574,11.7260140296153,9.22071246619744,10.753415930158,9.99633314293046,9.28646527163373,10.8216675967044,9.25988495134104,11.2620744119781,9.60760909600031,12.9950269616431,11.2940790172278,10.7398588276105,11.5821332433654,13.7399695649985,13.5958502761262,11.1919241712619,11.9758317546291,9.66667967964104,12.1294303883024,9.45535237652829,9.30618325091776,10.3272960686183,10.2305077867675,9.93058316629526,10.1410036331952,12.8275462370158,10.5604016961099,10.9928220526272,9.71651967707965,11.9929855149307,11.7710604679206,11.9744307903848,12.4104222295364,10.6390467651818,12.8323608423177,13.7305898719082,11.4251001448817,13.3277464163898,13.9242814607861,10.9683963262839,11.1526302161795,11.5964819082474,10.8925324097559,11.0467613828318,6.42698650403749,11.0882012961214,11.7192564665573,10.8287419430321,10.8635510595813,11.5198672813141,11.1205185198021,11.9872344485985,10.6576995041575,10.0766974055366,11.2339822074026,10.8653293621048
"COLO_679",5.13693908551032,3.61785316555392,3.97712537554707,6.3653105766339,4.98600302259183,10.0149071854179,10.2798551763584,12.5654251813142,12.2060027117117,11.5278494394708,12.5296101019674,11.979126143204,11.5890767349942,12.8341767896684,11.1583605305975,12.0721730273026,11.4481077370919,13.4385462540587,13.2311149535207,13.5323046868241,12.1210585587494,12.854413395248,13.0264126843345,11.7081842482013,13.0189753880778,13.2817658641208,13.3995577407094,12.3964443540406,11.5486544562585,13.393825298224,12.9588106373209,13.8495697408949,13.4322250917675,12.2121482569858,13.1937608653262,8.50752458064925,13.1026609117098,11.6664016612752,11.4780239886141,9.12638488206976,12.3747675539662,9.95337113722686,11.8303886342526,10.4803539388137,11.5427717246581,8.7760422067765,10.9551419817525,8.3926767553419,11.3459520911847,9.57183276522011,9.59189845014175,10.545155508693,9.87296778396576,12.7891731921735,10.6437137356595,12.3640735571618,11.1307518622808,13.9582019671116,13.4919362619267,12.7797775189672,12.0129240922621,9.69436704548026,12.5452891164106,8.06920236981122,7.96232027628434,10.0812702747969,10.4509071709072,9.72354511159791,9.73379397115946,12.9090912389904,10.9731637886194,10.7723357191189,11.2691088193195,11.8788638162629,12.1768983986254,11.3115054272514,12.6943587916277,10.7500317447737,12.3494852455399,13.7176090404928,11.2568239981152,13.1068960632661,13.7367867799041,11.6932426187592,10.2847017751859,12.1338912569592,10.8304582230282,12.5719268860409,11.6063335678215,10.4647641792385,10.528392666938,11.9323792569574,6.96632502544713,10.7600563512628,10.6845210940998,12.8221645535577,8.77639908267717,10.5528670118058,12.2399417295348,10.6026985517969
"COLO_680N",4.35586367390527,3.85012806495371,4.24066827055656,8.52813851516506,5.33207171075973,11.4795952463569,11.9297762675569,12.6424483497178,11.4468581889133,11.6884622568854,12.227837078272,12.1742275648417,11.6555733054591,12.1281031295925,11.3332025639513,11.862683161707,11.3252342857819,13.5180246183493,13.2309019758356,13.5063895559905,13.130078240388,13.8220945313056,12.9552370916091,12.1985044080018,12.9706777605636,13.6961808759803,13.2319689174033,10.3122914744359,11.1853886555818,13.3052713080893,12.6026700639786,13.6288571695086,13.2171431358513,11.2066638688179,13.0243014644451,10.7843086717338,12.581740640944,11.5667627578414,11.636201328593,9.80849098058333,12.9250303783649,10.5803947575953,11.6405330140412,11.5073384185141,11.2376170191497,9.07295910599712,11.0235342583164,10.1542987408709,9.64494547712613,10.6134604269376,8.38928439105731,11.9008657166894,9.48757496066083,12.6915826187152,11.4628131208611,11.0760608374178,11.3876819840743,13.6097016321003,13.6570965313301,12.1180181570838,12.3277373644354,10.1225848098677,12.2426975053411,8.13897393368241,8.44494454112822,9.72816904163696,10.2019968481784,10.002549866062,9.40528689398464,12.9040985234606,10.8235831520375,10.4963289378884,10.5622680606437,12.4260076452349,11.9730055535542,11.9476089837071,12.5836866775831,10.8317931782988,12.0414091374402,13.9202397001046,10.3856038002935,13.0693921000132,14.0411566900777,10.5270752169823,9.92531486805666,11.7839903623838,10.6268053833151,12.2235734899305,9.84779382135476,11.4088605141515,10.7251216582071,10.5016446292615,11.3483464765838,11.3188580639457,10.0579519969616,11.9913373904939,9.95802096829775,10.3073845418592,11.9520988412333,10.1284168639058
